,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101
30,0.009452451,0.011667214,0.01250755,0.014739211,0.025981251,0.043800855,0.064108975,0.101291051,0.145392476,0.203524047,0.267594855,0.326061648,0.393977738,0.46702228,0.53026334,0.579398387,0.63907412,0.69002467,0.734204697,0.79027826,0.829979371,0.874487329,0.915999933,0.950965273,0.976332401,0.991045557,0.998058991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,0.005492159,0.008272834,0.009702915,0.012366062,0.0169191,0.034017772,0.057945163,0.08645765,0.125413098,0.17418551,0.240508165,0.3045245,0.373063562,0.444773335,0.505370128,0.563284723,0.618754618,0.673809889,0.724891192,0.768772273,0.817494997,0.851841927,0.892736499,0.921794136,0.953296669,0.978160609,0.992245611,0.998303971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,0.004404728,0.005911223,0.008194115,0.011121817,0.016492714,0.028973164,0.044860413,0.07851392,0.111939725,0.154266835,0.203071647,0.268819986,0.33430915,0.406738024,0.46946113,0.533623436,0.587796746,0.639392064,0.68969717,0.733149891,0.771866059,0.819224625,0.864276637,0.902489491,0.937122969,0.967956986,0.982335375,0.99427894,0.999611801,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,0.00651048,0.00757676,0.009566608,0.012033386,0.01977259,0.028831261,0.047277453,0.071558637,0.103322458,0.145687472,0.197967399,0.255222873,0.316711101,0.375753206,0.441767054,0.496804082,0.556819911,0.607019748,0.659028942,0.706738333,0.754856174,0.794385093,0.82765135,0.86507094,0.904220855,0.933878725,0.9637153,0.979437892,0.993537935,0.999448124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,0.007764013,0.009375224,0.010837212,0.012591243,0.01733427,0.026311488,0.043587142,0.065220102,0.098241591,0.134330396,0.169316308,0.223350096,0.28726379,0.342535591,0.408410421,0.473349275,0.547061075,0.610148109,0.672404543,0.7163646,0.756391465,0.784356667,0.822788434,0.856061518,0.889835501,0.92412137,0.950125954,0.967952925,0.982423868,0.995543133,0.998120301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,0.008340634,0.01141018,0.012967759,0.013520856,0.020563076,0.028640307,0.040675128,0.059233839,0.08619941,0.119700436,0.163647815,0.206173375,0.26198088,0.321564031,0.38308956,0.439643461,0.507876622,0.557053356,0.609147351,0.655950364,0.706390025,0.752142223,0.796311631,0.833297022,0.86742125,0.901357497,0.928606725,0.953821777,0.973318954,0.987488943,0.99626092,0.999010602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,0.006311875,0.006311875,0.006786259,0.00810901,0.009917807,0.016911529,0.0314887,0.047842093,0.072273348,0.114392409,0.150360863,0.201986188,0.247018657,0.302742357,0.365794247,0.426286518,0.485405833,0.545057829,0.615021831,0.659525628,0.702817994,0.738523097,0.773919897,0.803022625,0.835083254,0.869135846,0.900514615,0.931474189,0.957879066,0.973195672,0.986574518,0.994693763,0.998926096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,0.003508277,0.004787049,0.00601329,0.007703528,0.01293678,0.019080233,0.029162954,0.04162783,0.06477192,0.089801792,0.116717448,0.169751015,0.21181528,0.257737249,0.325386115,0.395659889,0.456431121,0.520665506,0.573464228,0.626116754,0.67274116,0.712250873,0.759480428,0.7984961,0.832730518,0.865161478,0.896594749,0.928997427,0.950365522,0.969910883,0.980838423,0.992969465,0.997683226,0.999483471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,0.004077538,0.005163488,0.005163488,0.007817752,0.011004027,0.016863037,0.025611937,0.035509654,0.059690684,0.082874244,0.115251827,0.156992494,0.20817446,0.263411989,0.317050614,0.365639568,0.430008792,0.502590214,0.553846697,0.612048094,0.659726549,0.700077224,0.734036878,0.777618738,0.818830325,0.846734666,0.87867879,0.902800628,0.933064978,0.951912383,0.972797784,0.983661819,0.99507874,0.999015748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,0.006178524,0.006852379,0.008030488,0.008704343,0.010735112,0.014964125,0.025531761,0.042136886,0.06543919,0.094469169,0.133672055,0.170065038,0.212137901,0.261945541,0.311077855,0.363126114,0.416899345,0.484581631,0.54154043,0.592948888,0.643172865,0.693156011,0.727545612,0.768200963,0.797788543,0.834506095,0.857636972,0.888875999,0.916094854,0.939609486,0.95821322,0.978134922,0.983888978,0.992542749,0.997573851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.006521382,0.008013973,0.008013973,0.008013973,0.01099019,0.016765303,0.02252378,0.031653346,0.048038408,0.065174168,0.088444323,0.123501158,0.170273227,0.212219691,0.260963269,0.322632451,0.381691945,0.446526605,0.503375264,0.56767153,0.612374493,0.658891359,0.700070169,0.746041736,0.7795402,0.81734473,0.842634027,0.869625581,0.899400375,0.918563162,0.938823613,0.957612647,0.975099909,0.987567184,0.995543401,0.998698176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,0.003813929,0.003813929,0.003813929,0.004578455,0.005195739,0.007198065,0.016251213,0.026893487,0.035692609,0.052526327,0.078617172,0.111846009,0.152520871,0.207363623,0.245171909,0.296901953,0.36435005,0.428243818,0.48902701,0.548483327,0.603846168,0.649616941,0.702067014,0.746672097,0.777601887,0.807148873,0.8368344,0.860019045,0.886905963,0.903571702,0.927839011,0.947703632,0.963004962,0.975741286,0.986320255,0.996512207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,0.002441762,0.002441762,0.00380416,0.00380416,0.004485359,0.007964998,0.012622149,0.024738421,0.034291347,0.055095954,0.073368722,0.104141732,0.135813724,0.175524685,0.218548126,0.276842179,0.335236325,0.389150496,0.44618837,0.502210218,0.551126341,0.608402098,0.65418175,0.700453173,0.740606058,0.773365069,0.806618124,0.839779481,0.867931551,0.902279985,0.919377512,0.936680573,0.95090216,0.969995345,0.978890834,0.99054295,0.996392652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,0.008455524,0.010697089,0.010697089,0.010697089,0.011456967,0.012216846,0.019038366,0.027331999,0.032841572,0.053816865,0.072572784,0.108498492,0.145580333,0.180406477,0.235830353,0.278436109,0.325375963,0.383245926,0.440801888,0.501984238,0.561824617,0.614621556,0.66253867,0.704770153,0.745454898,0.774593904,0.809783209,0.842661348,0.866247906,0.885521075,0.908994904,0.922693435,0.945773834,0.962927511,0.97730824,0.990132646,0.994883857,0.998129676,0.999376559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,0.002846501,0.00365036,0.00365036,0.00365036,0.004454218,0.005798537,0.00859271,0.021421812,0.032102737,0.042730457,0.061262486,0.088537455,0.13039646,0.162670725,0.207458179,0.260952385,0.307226218,0.357110869,0.41768209,0.473269129,0.52584417,0.579292079,0.630048334,0.670065843,0.710449992,0.74456289,0.771736217,0.807975995,0.837736166,0.861253101,0.88154697,0.913441806,0.930408674,0.95532844,0.966452075,0.984140317,0.990373931,0.994407764,0.997795602,0.999354005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,0.003339191,0.003339191,0.003339191,0.003339191,0.006773632,0.009424075,0.016233382,0.020299977,0.029443339,0.041215299,0.056510985,0.083152038,0.112649916,0.141917711,0.175870121,0.226931358,0.276343378,0.336002433,0.392475689,0.461016879,0.517451479,0.574091334,0.631059236,0.671330254,0.708260028,0.745626267,0.778328809,0.806700547,0.837492644,0.859256728,0.882071694,0.906019738,0.926351787,0.94557656,0.960106493,0.975921653,0.987932066,0.993510063,0.997611405,0.999253731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
