,PEMEL_Max,PEMEL_Min,PEMEL_Mean,Siemens_1bar,Siemens_100bar,Siemens _50bar,Proton,Proton_Advanced,Giner_70bar_58C,Giner_7bar_42C,Giner_7bar_58C,Giner_70 bar_42C,CETH2,Helion_50C,Helion_60C,Helion_70C,Helion_70C_15bar,Giner,Hydrogenics,Proton,ITM_ELECTROHYPEM,AREVA,Siemens,Labor_dÅnne_Membran_80,Labor_dÅnne_Membran_50,AEL_Max,AEL_Min,AEL_Mean,Elwatec_FZ_JÅlich,DLR,FZ_JÅlic_ HPEL,Lurgi,GHW,Metkon_Alyzer_50,Metkon_Alyzer_60,Metkon_Alyzer_Hysolar_80,GHW,Stuart_Energy,FZ_JÅlich_Phoebus_80,FZ_JÅlich_Phoebus_50,Casale_Chemicals,Wasserelektrolyse_Hydrotechnik,RESelyzer,Hydrogenics,GHW
,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,PEMEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL,AEL
0.38,85.4333197,52.15788399,68.08908571,52.15788399,58.59131525,51.98963895,65.74826676,76.19753407,66.97026115,67.53742988,69.87356666,64.65150907,72.09636263,66.65299002,68.7193267,70.53409218,71.78414305,75.97250056,85.4333197,66.05514225,74.06130209,70.91494764,66.36816363,74.03011463,51.06661984,82.74753763,62.87055644,72.79079082,74.17985866,78.49097355,79.92749863,79.98526736,72.05041266,62.88479441,64.94502969,67.49338786,72.69702078,72.87705235,76.44641019,70.5731493,69.71469518,62.87055644,76.93540355,82.74753763,72.62439564
0.39,85.30713822,51.89267431,67.88128463,51.89267431,58.36565317,51.72292207,65.53890309,76.01795858,66.71406094,67.29874452,69.6105088,64.37937696,71.8682215,66.42322743,68.48988342,70.32824066,71.58373472,75.84997746,85.30713822,65.824394,73.92095197,70.71862531,66.27647267,73.84279185,50.83017023,82.58122079,62.70648605,72.6263432,74.02671945,78.39372658,79.78311484,79.84665922,71.7780138,62.73797698,64.76919106,67.32061277,72.50288683,72.7462222,76.2742723,70.41630791,69.56937654,62.70648605,76.77225486,82.58122079,72.42279221
0.4,85.03924374,51.61944369,67.66626883,51.61944369,58.1304163,51.45741904,65.32041118,75.83145844,66.46001263,67.06480393,69.35058166,64.11234162,71.63851521,66.19692877,68.26429142,70.12291174,71.38314951,75.72894415,85.03924374,65.59963483,73.78203577,70.52405701,66.15334776,73.65729853,50.59883488,82.41864431,62.5421251,72.46485173,73.87742331,78.29633399,79.64267861,79.70863376,71.50822968,62.5935471,64.59349452,67.14976976,72.31364243,72.61559204,76.10538851,70.26235586,69.42744463,62.5421251,76.62257591,82.41864431,72.22459998
0.41,84.76195898,51.35829689,67.45358871,51.35829689,57.88739565,51.19705821,65.11736811,75.66148397,66.20818237,66.83502326,69.0942176,63.85022764,71.40805071,65.97393988,68.04262405,69.91752539,71.18045556,75.6093981,84.76195898,65.38051668,73.64481246,70.33122173,66.00165465,73.47361976,50.37208807,82.25927698,62.37768889,72.30638775,73.73185736,78.19882319,79.50571686,79.57131176,71.24160098,62.45102738,64.4187426,66.98075296,72.12872062,72.48474654,75.93961068,70.11116206,69.28873246,62.37768889,76.48880355,82.25927698,72.03001686
0.42,84.55186274,51.11363999,67.24646962,51.11363999,57.65316792,50.95563499,64.86500548,75.5223295,65.95863631,66.60881764,68.84184895,63.59285963,71.17763496,65.7541066,67.82495463,69.71236163,70.97426147,75.49133674,84.55186274,65.16669144,73.50954101,70.1401386,65.82425912,73.29174062,50.14974988,82.10258761,62.2133927,72.151101,73.58990877,78.10122155,79.37175654,79.43481401,70.97866837,62.30994043,64.24879213,66.81345502,71.94755682,72.35357941,75.77680372,69.96260723,69.1530811,62.2133927,76.37131086,82.10258761,71.83924075
0.43,84.37859889,50.88436164,67.04714761,50.88436164,57.43024912,50.73106987,64.65445697,75.40846409,65.71144062,66.3856022,68.59390806,63.34006219,70.94807491,65.53727479,67.6113565,69.50776903,70.76539416,75.37475755,84.37859889,64.95781104,73.37648036,69.95082677,65.62402691,73.11164618,49.9316777,81.94804509,62.04945182,71.99902249,73.45146466,78.00355647,79.24032458,79.2992613,70.71997253,62.16982652,64.08765248,66.64776861,71.76983999,72.22237715,75.61683295,69.81657239,69.02034245,62.04945182,76.26762381,81.94804509,71.65246956
0.44,84.20757472,50.66932892,66.85102823,50.66932892,57.21359032,50.51441819,64.43622657,75.31176533,65.46666144,66.16479207,68.35082728,63.09165993,70.72017752,65.32329029,67.40190299,69.30409619,70.55524963,75.25965796,84.20757472,64.75352739,73.24588949,69.76330537,65.40382381,72.93332153,49.71772895,81.79523396,61.88608153,71.85024161,73.31641217,77.90585534,79.11094791,79.16477443,70.46605413,62.03096682,63.93912012,66.48360688,71.59573447,72.09145163,75.45957487,69.67294836,68.8903832,61.88608153,76.1750604,81.79523396,71.4699012
0.45,84.0321176,50.46401565,66.656945,50.46401565,56.99270581,50.29541697,64.22547987,75.2240085,65.22436493,65.9458531,68.113031,62.84747744,70.49474975,65.11199897,67.19666746,69.10169169,70.34522385,75.14603544,84.0321176,64.55349241,73.11802735,69.57759352,65.16651556,72.75675191,49.50776103,81.64407909,61.72349712,71.70462878,73.18463846,77.80814554,78.98315348,79.03147419,70.21745384,61.89463682,63.80124728,66.32148515,71.42545689,71.96111476,75.3049214,69.53163974,68.76307332,61.72349712,76.09093863,81.64407909,71.29173357
0.46,83.85373749,50.25683818,66.46465094,50.25683818,56.77086227,50.07091714,64.03975159,75.13577349,64.98461725,65.72861639,67.88065955,62.60733933,70.27259855,64.90324928,66.99572321,68.90090412,70.13671281,75.03388743,83.85373749,64.35735801,72.9931529,69.39371036,64.91496793,72.58193624,49.30163136,81.4945677,61.56191388,71.56173523,73.05603065,77.71045447,78.85646822,78.89948136,69.97471235,61.76218176,63.66582703,66.16260379,71.25922389,71.83167842,75.15276555,69.39255221,68.6382966,61.56191388,76.01257649,81.4945677,71.11816458
0.47,83.67909304,50.03879647,66.27401001,50.03879647,56.55938953,49.86459333,63.85831321,75.0368662,64.74748456,65.51307309,67.65349833,62.3710702,70.05453088,64.69697371,66.79909143,68.70208206,69.9311125,74.92321138,83.67909304,64.1647761,72.87151934,69.21167503,64.65204668,72.40889757,49.09919733,81.34668696,61.40154709,71.42108924,72.93047568,77.61280951,78.73043861,78.76891593,69.73837033,61.63486819,63.52433632,66.00820032,71.09718874,71.70345449,75.00300401,69.25559456,68.51594216,61.40154709,75.93729198,81.34668696,70.94939214
0.48,83.51827949,49.8152736,66.08352878,49.8152736,56.36242695,49.65690937,63.65651114,74.91933761,64.513033,65.29921504,67.43131041,62.13849466,69.84135369,64.49320416,66.6064934,68.50557334,69.7298189,74.81400475,83.51827949,63.97539861,72.7530396,69.03150666,64.38061757,72.23766142,48.90031636,81.20042408,61.24261203,71.28213137,72.80785457,77.51523806,78.60487856,78.63983849,69.50896845,61.51244698,63.36857796,65.85931237,70.93916925,71.57675488,74.8555473,69.1206878,68.39590531,61.24261203,75.8624031,81.20042408,70.78561415
0.49,83.36830044,49.60384413,65.89558427,49.60384413,56.17635911,49.44831063,63.46349677,74.78953869,64.28132874,65.08703407,67.21385882,61.9094373,69.6338736,64.29197833,66.41754353,68.3116185,69.53422771,74.70626499,83.36830044,63.78887744,72.63710265,68.85322438,64.10354637,72.06825333,48.70484586,81.05576625,61.085324,71.14465921,72.68804157,77.41776751,78.47979566,78.51221102,69.28704739,61.39330091,63.1993426,65.71544926,70.78487257,71.45189146,74.71030923,68.98775596,68.27809124,61.085324,75.78522784,81.05576625,70.62701216
0.5,83.20314216,49.4044738,65.70787052,49.4044738,55.9854386,49.25232439,63.2259745,74.6594013,64.05243792,64.87652201,67.00090662,61.68372273,69.43247047,64.0933339,66.23185608,68.12024102,69.34520948,74.59998956,83.20314216,63.60486452,72.52305277,68.67684732,63.82369885,71.90069881,48.51264323,80.91270067,60.92989829,71.00898908,72.57091055,77.32042524,78.35520188,78.38598618,69.07314783,61.27576366,63.02732637,65.57541482,70.63400583,71.32917614,74.56720427,68.85672357,68.16240712,60.92989829,75.7030842,80.91270067,70.47343771
0.51,83.0080193,49.20855859,65.52317663,49.20855859,55.78836294,49.0561536,63.02538641,74.54069722,63.82642671,64.66767071,66.79221686,61.46117556,69.23626784,63.89730856,66.04904533,67.9314382,69.16202924,74.4951759,83.0080193,63.42301175,72.41023425,68.50239462,63.54394075,71.73502339,48.32356588,80.77121453,60.77655017,70.87545379,72.45633541,77.22323865,78.23110916,78.26111662,68.86781043,61.15823061,62.86373528,65.43800914,70.48628359,71.20890739,74.42615559,68.72752283,68.04876863,60.77655017,75.61329018,80.77121453,70.32443617
0.52,82.81775069,49.01054044,65.34192815,49.01054044,55.60064742,48.85532813,62.82575168,74.43693239,63.60333099,64.46047198,66.5875526,61.24162037,69.04415921,63.70393999,65.86872553,67.74520731,68.98364621,74.39182147,82.81775069,63.24297105,72.29799138,68.32988542,63.26713784,71.57125259,48.13747122,80.63129502,60.62549493,70.74442926,72.34419003,77.12623513,78.10752943,78.13755501,68.67152225,61.04031843,62.7192452,65.30203517,70.34153413,71.09120654,74.2870927,68.60009158,67.93709567,60.62549493,75.51331494,80.63129502,70.1795413
0.53,82.67252991,48.81378456,65.16775072,48.81378456,55.42149453,48.66324859,62.67561987,74.33988282,63.38306335,64.25491768,66.38667689,61.02488179,68.85503805,63.51326588,65.69051095,67.56154565,68.80901961,74.28992269,82.67252991,63.06439434,72.18566843,68.15933884,62.99615589,71.40941193,47.95421665,80.49292935,60.47694786,70.61584803,72.23434829,77.02944205,77.98447465,78.015254,68.48417083,60.92276441,62.59418674,65.16654107,70.19967416,70.97606949,74.14994524,68.47436779,67.82731139,60.47694786,75.40270227,80.49292935,70.0382869
0.54,82.55020066,48.63245735,64.99455097,48.63245735,55.2400548,48.46293169,62.48412623,74.24043218,63.16550492,64.05099963,66.18935277,60.8107844,68.66779787,63.32532391,65.51401586,67.3804505,68.63710868,74.18943472,82.55020066,62.88693352,72.07260971,67.99077401,62.73386066,71.24952695,47.77365959,80.35610471,60.33112425,70.48918384,72.12668408,76.93288683,77.86195676,77.89416626,68.30526783,60.80634737,62.47947861,65.03100257,70.06062272,70.86348951,74.01464631,68.35029246,67.71934603,60.33112425,75.2825023,80.35610471,69.90020673
0.55,82.39211112,48.47640258,64.82086387,48.47640258,55.04866096,48.26073168,62.28445373,74.1301585,62.95053689,63.84870967,65.99534331,60.59915617,68.4813391,63.14013467,65.33886042,67.20191914,68.46687263,74.09025827,82.39211112,62.71024053,71.95815948,67.82420826,62.48311744,71.09162315,47.59565744,80.22080829,60.18823939,70.36389387,72.02107129,76.83659683,77.73998771,77.77424444,68.13431918,60.69182028,62.36569659,64.89493829,69.92429886,70.75345986,73.88113672,68.22781335,67.61313118,60.18823939,75.153799,80.22080829,69.76483457
0.56,82.17338513,48.27074909,64.64485918,48.27074909,54.84870961,48.09271593,62.09801294,74.00829795,62.7380404,63.64803963,65.80441155,60.38987603,68.29504656,62.95765333,65.16484345,67.02594887,68.2972707,73.99229031,82.17338513,62.53396727,71.84166205,67.65965187,62.24600705,70.93572607,47.42006761,80.08702729,60.04849719,70.23938096,71.91738379,76.74059946,77.61857944,77.65544121,67.97083077,60.57916598,62.24342148,64.75788117,69.79045299,70.64597381,73.74935833,68.10687922,67.50860356,60.04849719,75.01767637,80.08702729,69.6317042
0.57,81.9214099,48.08320796,64.47013393,48.08320796,54.66439873,47.93097903,61.91463713,73.87883797,62.52789662,63.44898135,65.61632055,60.18286251,68.10909672,62.77781942,64.99197019,66.85252883,68.12726211,73.89542783,81.9214099,62.35778712,71.72247798,67.4971134,62.02222336,70.78186123,47.24674752,79.9547489,59.91192738,70.11521242,71.81549547,76.64492211,77.4977439,77.53770923,67.8143085,60.46748442,62.10700923,64.62009537,69.65817773,70.54102462,73.61925363,67.98743935,67.40570359,59.91192738,74.87521838,79.9547489,69.50034939
0.58,81.66797041,47.92094014,64.29787268,47.92094014,54.5036045,47.75641661,61.72853585,73.74611994,62.3199867,63.25152666,65.43083335,59.97803516,67.92373918,62.60057248,64.82025738,66.6815921,67.95604861,73.79956782,81.66797041,62.18165411,71.60057504,67.33660144,61.81100788,70.63005415,47.07559275,79.82396033,59.77842336,69.99161497,71.71528022,76.54959215,77.37749303,77.42100115,67.66425827,60.35582705,61.96129085,64.48291182,69.52640534,70.43860555,73.49077099,67.86944818,67.30437321,59.77842336,74.72750902,79.82396033,69.37030393
0.59,81.44485167,47.74784256,64.12955321,47.74784256,54.34120772,47.59268428,61.5675362,73.61666131,62.11419181,63.0556674,65.24771301,59.77531355,67.73922352,62.42585203,64.64972176,66.51304822,67.78435471,73.70460726,81.44485167,62.00571921,71.47669499,67.17812456,61.61160216,70.48033035,46.90661934,79.69464876,59.64787492,69.86892796,71.61661192,76.45463699,77.25783878,77.30526965,67.520186,60.24326573,61.81289944,64.34774586,69.39406944,70.33870988,73.3638618,67.75286285,67.20455952,59.64787492,74.57563227,79.69464876,69.24110159
0.6,81.28203356,47.57904264,63.96535269,47.57904264,54.17458104,47.43231278,61.38604964,73.4973477,61.9103931,62.86139992,65.06672258,59.57461724,67.55579935,62.2535976,64.48038006,66.34680662,67.61349457,73.61044313,81.28203356,61.83013747,71.35162986,67.02169134,61.42324772,70.33271537,46.73986704,79.56680138,59.52017183,69.74758482,71.51936445,76.36008402,77.13879309,77.19046738,67.38159758,60.13013944,61.66846806,64.21601284,69.26043389,70.24133082,73.23847754,67.63764055,67.10621085,59.52017183,74.42067212,79.56680138,69.11227614
0.61,81.17942907,47.41387671,63.80652013,47.41387671,54.00891417,47.26410275,61.21704383,73.38952003,61.70847175,62.66877399,64.88762511,59.37586581,67.37369031,62.08374872,64.31224903,66.18277672,67.44478363,73.51697241,81.17942907,61.65506396,71.22617168,66.86731035,61.24518609,70.18723471,46.57537561,79.44040541,59.39520387,69.62809968,71.4234117,76.26596061,77.02036791,77.07656735,67.24799892,60.0187749,61.5334991,64.08903535,69.12552087,70.1462836,73.11457208,67.52374061,67.00927836,59.39520387,74.26371253,79.44040541,68.98336136
0.62,81.11213512,47.25300593,63.65121227,47.25300593,53.84870818,47.10563387,61.02086293,73.29167595,61.50830889,62.47787423,64.71018366,59.1789788,67.19258131,61.91624493,64.1453454,66.02086797,67.27953735,73.4240921,81.11213512,61.48065372,71.10111249,66.71499018,61.07665879,70.04391391,46.4131848,79.31544306,59.27286081,69.51054575,71.32862756,76.17229417,76.90257518,76.96360203,67.11889591,59.91167265,61.40741988,63.9669521,68.98945852,70.05280036,72.99210395,67.41112642,66.91371658,59.27286081,74.10583751,79.31544306,68.85389103
0.63,81.05682396,47.09242991,63.49911212,47.09242991,53.69522558,46.94497583,60.83089332,73.2022834,61.30978571,62.28878584,64.53416128,58.98387579,67.01164914,61.75102556,63.97968591,65.86098981,67.11907117,73.33169916,81.05682396,61.30706182,70.9772443,66.5647394,60.91690736,69.90276894,46.25333436,79.1918757,59.15303244,69.39482052,71.23488591,76.07911208,76.78542685,76.85161476,66.99379447,59.81132189,61.28762621,63.84908468,68.85237502,69.95999401,72.8710322,67.29976186,66.81948074,59.15303244,73.94813103,79.1918757,68.72339893
0.64,80.9987506,46.92599476,63.34996341,46.92599476,53.54707755,46.78755247,60.66547364,73.11755371,61.11278335,62.10159404,64.35932101,58.79047634,66.83005075,61.58801181,63.81529101,65.70305166,66.96470024,73.23969059,80.9987506,61.13444332,70.85535916,66.41656658,60.76517332,69.76373655,46.09586405,79.06965922,59.03560852,69.28071217,71.14206062,75.98644173,76.66893486,76.74064884,66.8722005,59.71840825,61.17151247,63.73473845,68.71439848,69.8669775,72.7513163,67.18961115,66.72652955,59.03560852,73.79164167,79.06965922,68.59141883
0.65,80.92515593,46.77109434,63.20165313,46.77109434,53.3978407,46.63263245,60.49581607,73.02827826,60.91718298,61.91638403,64.18542591,58.59870001,66.64694307,61.42709203,63.65226445,65.54696297,66.81678849,73.14796337,80.92515593,60.96295326,70.73624908,66.27048031,60.62069821,69.62671431,45.94081361,78.9487495,58.92047884,69.16776281,71.0500256,75.89431052,76.55311117,76.63074761,66.75361989,59.62985481,61.05658156,63.62321747,68.57565592,69.77286372,72.63291942,67.08064181,66.63482322,58.92047884,73.63687666,78.9487495,68.45749008
0.66,80.82328083,46.61163337,63.05133582,46.61163337,53.24337708,46.47083784,60.30659134,72.93114854,60.72286575,61.73324102,64.01223904,58.40846637,66.46148306,61.26815114,63.4907924,65.39263396,66.67263317,73.05641448,80.82328083,60.79274671,70.62070611,66.12648916,60.48272354,69.49159952,45.78822281,78.82910243,58.80753318,69.05556074,70.95865471,75.80274582,76.43796771,76.52195439,66.63755855,59.54211373,60.94180014,63.51371869,68.4362731,69.67676562,72.51580672,66.97282307,66.54432322,58.80753318,73.48392041,78.82910243,68.32147111
0.67,80.68156524,46.46377507,62.90294166,46.46377507,53.08580111,46.32178233,60.15609662,72.83329509,60.52971283,61.55225024,63.83952343,58.21969498,66.2728457,61.11107403,63.33106453,65.23997678,66.5289147,72.96494091,80.68156524,60.62397872,70.50952227,65.98460171,60.35049086,69.35828947,45.63813139,78.71067388,58.6966613,68.94377318,70.86782186,75.71177504,76.32351642,76.4143125,66.52352238,59.45163717,60.82718505,63.40525247,68.29637573,69.5777961,72.39994337,66.86612418,66.45499398,58.6966613,73.3328461,78.71067388,68.18370649
0.68,80.51386064,46.3167262,62.75469992,46.3167262,52.9290886,46.17153279,59.99611725,72.74274276,60.33763872,61.37349688,63.66704217,58.0323054,66.08140309,60.9557456,63.17327052,65.08890384,66.38231352,72.87343963,80.51386064,60.45680434,70.40339072,65.84482653,60.22324168,69.22668145,45.4905791,78.59341975,58.58775299,68.83212888,70.77740091,75.62142556,76.20976927,76.30786527,66.4110173,59.35587512,60.71277609,63.29681045,68.15608952,69.47506809,72.28529592,66.76051563,66.36680048,58.58775299,73.18372692,78.59341975,68.04458168
0.69,80.35789796,46.1693076,62.60687439,46.1693076,52.77859234,46.01366882,59.7923637,72.66315697,60.146729,61.19706615,63.49464246,57.8462172,65.88945176,60.80205077,63.01760004,64.93932757,66.22951005,72.78180764,80.35789796,60.29137864,70.30206386,65.7071722,60.10021754,69.09667276,45.34560571,78.47729591,58.48069803,68.7206045,70.68726576,75.53172477,76.09673818,76.20265601,66.29954919,59.25642394,60.59861346,63.18738429,68.01559963,69.36769478,72.17183408,66.65597066,66.27970966,58.48069803,73.03663605,78.47729591,67.9044821
0.7,80.23268931,46.02431658,62.46375717,46.02431658,52.63126484,45.87279111,59.62463953,72.58556303,59.95712396,61.02304328,63.32245641,57.66134994,65.69946208,60.64987444,62.86424277,64.79116038,66.06718472,72.68994191,80.23268931,60.12785667,70.20477345,65.57164279,59.98065996,68.9681607,45.20325096,78.36225825,58.37538619,68.60929099,70.59729028,75.44270006,75.98443511,76.09872807,66.18862396,59.15595689,60.48476643,63.0760117,67.8755309,69.25513802,72.05952797,66.55246288,66.19369029,58.37538619,72.89164667,78.36225825,67.76379318
0.71,80.12851445,45.87716494,62.32168471,45.87716494,52.47482998,45.74309732,59.46212029,72.49870841,59.76896391,60.85151347,63.15067635,57.47762319,65.51390445,60.4991015,62.71338836,64.64431469,65.89202169,72.59773973,80.12851445,59.96639349,70.11074575,65.43818023,59.86381048,68.84104254,45.0635546,78.24826265,58.27170724,68.49841613,70.50734838,75.35437881,75.872872,75.99612475,66.07774752,59.05714721,60.37135186,62.96277243,67.7367053,69.13789819,71.9483479,66.44996604,66.10871158,58.27170724,72.74883198,78.24826265,67.62290038
0.72,80.03463636,45.73844476,62.17817968,45.73844476,52.31106611,45.61137275,59.27638709,72.39280798,59.58238918,60.68256193,62.97949462,57.29495651,65.33524926,60.34961704,62.5652265,64.49870293,65.70300079,72.50517258,80.03463636,59.80714415,70.019207,65.30668121,59.74891062,68.7152156,44.92655639,78.13526499,58.16955097,68.38826774,70.41731609,75.26678843,75.7620608,75.89488938,65.96644545,58.96243053,60.258491,62.84877863,67.59994574,69.01666808,71.8382664,66.34845592,66.02474499,58.16955097,72.60826515,78.13526499,67.48218911
0.73,79.94311912,45.61202979,62.03853495,45.61202979,52.15517831,45.47367551,59.17370766,72.27138895,59.39754008,60.51627387,62.80910357,57.11326946,65.16596688,60.20133087,62.41994501,64.35423752,65.50529898,72.41238307,79.94311912,59.6502637,69.92938346,65.17704138,59.6352019,68.59057716,44.79229609,78.02322117,58.06880716,68.27902832,70.3271295,75.1799563,75.65201054,75.79506529,65.85452472,58.87206735,60.1463051,62.73518657,67.46607293,68.89214052,71.72925767,66.24790969,65.94176273,58.06880716,72.47001937,78.02322117,67.34204482
0.74,79.84835828,45.47805142,61.89522589,45.47805142,52.01204894,45.34004392,58.95617741,72.14506899,59.21455693,60.3527345,62.63969553,56.9324816,65.00772424,60.05420274,62.27755049,64.21083103,65.3051286,72.31953785,79.84835828,59.49590722,69.84050136,65.04915638,59.52192587,68.46702451,44.66081344,77.91208706,57.96936557,68.17080762,70.23679082,75.09390981,75.54270587,75.69669579,65.74200259,58.78515128,60.03499023,62.62315251,67.33551053,68.76500832,71.62129596,66.14830459,65.85973792,57.96936557,72.33416782,77.91208706,67.20285295
0.75,79.74879309,45.3443286,61.75676259,45.3443286,51.87658603,45.21192076,58.80101096,72.0245318,59.03358003,60.19202903,62.47146283,56.75251251,64.85887835,59.90819841,62.13771861,64.06842404,65.10870194,72.2268036,79.74879309,59.34422974,69.75178697,64.92292188,59.40832404,68.34445495,44.5321482,77.80181855,57.87111599,68.0636863,70.1463057,75.00867635,75.43411927,75.59982422,65.62890131,58.70076477,59.9251159,62.51383274,67.20782543,68.6359643,71.51435606,66.04961834,65.7786455,57.87111599,72.20078369,77.80181855,67.06499892
0.76,79.64162233,45.21766607,61.62101222,45.21766607,51.74858685,45.07619144,58.6438675,71.9198695,58.85474971,60.03424228,62.30459782,56.57328174,64.71693409,59.76328367,62.00008977,63.92701614,64.92223134,72.13434696,79.64162233,59.19538634,69.66246653,64.79823352,59.29363975,68.22276577,44.40633848,77.69237152,57.77394819,67.95774225,70.05567977,74.9242833,75.32622312,75.5044939,65.51524316,58.61799795,59.81736795,62.40832245,67.08247304,68.50570127,71.40841497,65.95183061,65.69846073,57.77394819,72.06993821,77.69237152,66.92886818
0.77,79.52030045,45.08325791,61.48673184,45.08325791,51.63153262,44.95118346,58.45225552,71.83098789,58.67820628,59.87936685,62.13929283,56.39470886,64.57939631,59.61942428,61.86430439,63.78661439,64.75192911,72.04233461,79.52030045,59.04953205,69.57176628,64.67498695,59.17736913,68.10185426,44.28335736,77.58370332,57.67775203,67.8530047,69.96491865,74.84075807,75.21898979,75.41074814,65.40105043,58.53623477,59.71243224,62.30678364,66.95890873,68.37491204,71.30345018,65.85492148,65.6191601,57.67775203,71.94153515,77.58370332,66.79482108
0.78,79.383162,44.96000572,61.35616633,44.96000572,51.5173358,44.82361877,58.2988641,71.74924484,58.50409007,59.72718604,61.97574021,56.21671343,64.44376986,59.47658602,61.73000286,63.64722585,64.60400756,71.9509332,79.383162,58.90681341,69.47891418,64.55307784,59.05951923,67.98161772,44.16309253,77.47577596,57.58243703,67.74944795,69.87402798,74.75812803,75.11239168,75.31863028,65.28634537,58.45523829,59.61096167,62.20865001,66.83657797,68.24428943,71.19943924,65.75887109,65.5407212,57.58243703,71.81518435,77.47577596,66.6629456
0.79,79.23539663,44.83634629,61.22681612,44.83634629,51.3916551,44.69971837,58.14765383,71.6689355,58.33254138,59.57745422,61.81413229,56.03921501,64.30755962,59.33473466,61.5968256,63.50885758,64.48380494,71.86030938,79.23539663,58.76722411,69.38348939,64.43240183,58.94015874,67.86195345,44.04542588,77.36855235,57.48795864,67.64698539,69.7830134,74.67642058,75.00640117,75.22818363,65.17115027,58.37479668,59.51281567,62.11333597,66.71482485,68.11452625,71.09636097,65.66366072,65.46312195,57.48795864,71.69046588,77.36855235,66.53316263
0.8,79.08263554,44.70275059,61.09737625,44.70275059,51.26152409,44.57942379,57.96979351,71.58996041,58.16370052,59.42992578,61.6546614,55.86213318,64.16834793,59.19383596,61.46441302,63.37151666,64.38861367,71.77062983,79.08263554,58.63062606,69.285852,64.31285458,58.81935631,67.74275873,43.93023933,77.26199541,57.39427883,67.54547575,69.69188053,74.59565394,74.90099063,75.13945153,65.0554874,58.29469808,59.41704029,62.02025478,66.59293418,67.98626063,70.99419595,65.56927317,65.38634192,57.39427883,71.56695982,77.26199541,66.40539065
0.81,78.93050992,44.58611377,60.97076947,44.58611377,51.14326793,44.45269383,57.80376198,71.51278521,57.99770783,59.28435508,61.4975199,55.68538748,64.02524252,59.05385571,61.33240552,63.23521015,64.31139007,71.6820612,78.93050992,58.4968768,69.18646732,64.19433173,58.6971806,67.62393259,43.81741477,77.15606805,57.30135957,67.44473884,69.60063501,74.51579825,74.79613244,75.05247729,64.93937904,58.21468915,59.3226446,61.92862599,66.47019003,67.85978892,70.89292488,65.47569137,65.31036136,57.30135957,71.44424624,77.15606805,66.27954814
0.82,78.78427951,44.46589345,60.84629812,44.46589345,51.02656198,44.33054273,57.65359649,71.43761347,57.83470361,59.14049653,61.3429001,55.50897503,63.87874593,58.91476664,61.20044395,63.09994512,64.24504843,71.59477015,78.78427951,58.36583391,69.08580065,64.07672895,58.57370028,67.5054152,43.7068341,77.05073319,57.20916284,67.34455107,69.50928247,74.43680798,74.691799,74.96730424,64.82284746,58.13434006,59.22863773,61.83725471,66.34587645,67.7352758,70.79252852,65.38289829,65.23516062,57.20916284,71.32190522,77.05073319,66.15555356
0.83,78.64478161,44.33559335,60.72206369,44.33559335,50.89053633,44.2136122,57.5106108,71.36171332,57.67482818,58.9981045,61.19099436,55.33367153,63.72941206,58.77658633,61.06832109,62.96572862,64.18250305,71.50892334,78.64478161,58.23735493,68.98431731,63.95994188,58.44898402,67.38718853,43.59837922,76.94595373,57.1176506,67.24470194,69.41782854,74.35863758,74.58796268,74.8839757,64.70591494,58.05317412,59.13425157,61.74489264,66.21937692,67.61288567,70.69298821,65.29087739,65.1607204,57.1176506,71.19951682,76.94595373,66.03332539
0.84,78.50995006,44.24583546,60.59821779,44.24583546,50.74470138,44.09791756,57.33778386,71.28070183,57.51822185,58.85693336,61.04199502,55.16070234,63.57779479,58.63935008,60.93620374,62.83258151,64.1166682,71.42468744,78.50995006,58.11129743,68.88248259,63.84386617,58.32310047,67.26923643,43.49193203,76.84169261,57.02678484,67.14509547,69.32627886,74.28124151,74.48459587,74.80253499,64.58860375,57.97071463,59.03947631,61.65030078,66.09125313,67.49278291,70.59428561,65.1996124,65.08702155,57.02678484,71.07666113,76.84169261,65.91278211
0.85,78.37766797,44.1221003,60.4722556,44.1221003,50.60770078,43.97947497,57.1448418,71.19289751,57.36501006,58.71673751,60.89609401,54.99129822,63.42444802,58.50309325,60.80431516,62.70057804,64.04045819,71.34222909,78.37766797,57.98751898,68.78076181,63.72839773,58.1961183,67.15154274,43.38737444,76.73791272,56.93652751,67.04575077,69.23463905,74.2045742,74.38167094,74.72302544,64.47093616,57.88665303,58.94446334,61.55309291,65.96283797,67.37513191,70.49640241,65.10908706,65.01404809,56.93652751,70.95291822,76.73791272,65.7938422
